Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Acidimicrobiaceae bacterium strain MAG 10","2024894.514","JABEUS010000037","fig|2024894.514.peg.1561","HKL87_02500",,"PATRIC.2024894.514.JABEUS010000037.CDS.5189.5719.rev","PATRIC","CDS",5189,5719,531,"-",,,,,176,,"SLATT domain-containing protein",
"Chloroflexota bacterium PEA bin11","2026724.2696","JALZHG010000668","fig|2026724.2696.peg.4923","M3441_28785",,"PATRIC.2026724.2696.JALZHG010000668.CDS.1717.2112.fwd","PATRIC","CDS",1717,2112,396,"+",,,,,132,,"SLATT domain-containing protein",
"Magnetococcales bacterium strain nWMHbin3","2026759.37","JADGCA010000019","fig|2026759.37.peg.3348","HQM03_08720",,"PATRIC.2026759.37.JADGCA010000019.CDS.9286.9888.fwd","PATRIC","CDS",9286,9888,603,"+",,,,,200,,"SLATT domain-containing protein",
"Longimicrobium sp. SMAG_U3375","2029185.45","DASWMA010000402","fig|2029185.45.peg.2622","VGB15_11475",,"PATRIC.2029185.45.DASWMA010000402.CDS.10274.10732.rev","PATRIC","CDS",10274,10732,459,"-",,,,,152,,"SLATT domain-containing protein",
"Elusimicrobia bacterium strain NC_groundwater_1499_Pr4_B-0.1um_52_3","2030800.101","JACQWW010000058","fig|2030800.101.peg.429","HY747_03010",,"PATRIC.2030800.101.JACQWW010000058.CDS.7165.7488.rev","PATRIC","CDS",7165,7488,324,"-",,,,,107,,"SLATT domain-containing protein",
"Curtobacterium flaccumfaciens strain AGES1137/18","2035.71","JANVAO010000004","fig|2035.71.peg.2731","NYQ33_13345",,"PATRIC.2035.71.JANVAO010000004.CDS.111891.112457.fwd","PATRIC","CDS",111891,112457,567,"+",,,,,188,,"SLATT domain-containing protein",
"Curtobacterium flaccumfaciens AGES1137/18","2035.80","JANVAO010000004","fig|2035.80.peg.2731","NYQ33_13345",,"PATRIC.2035.80.JANVAO010000004.CDS.111891.112457.fwd","PATRIC","CDS",111891,112457,567,"+",,,,,188,,"SLATT domain-containing protein",
"Candidatus Omnitrophica bacterium strain NC_groundwater_963_Pr1_S-0.2um_59_43","2035772.240","JACQCH010000060","fig|2035772.240.peg.76","HY211_08350",,"PATRIC.2035772.240.JACQCH010000060.CDS.10190.10729.fwd","PATRIC","CDS",10190,10729,540,"+",,,,,179,,"SLATT domain-containing protein",
"Bacteroidia bacterium MS011","2044936.297","JAKRSG010000125","fig|2044936.297.peg.230","MH472_03875",,"PATRIC.2044936.297.JAKRSG010000125.CDS.14905.15561.rev","PATRIC","CDS",14905,15561,657,"-",,,,,218,,"SLATT domain-containing protein",
"Tissierellia bacterium S7A_St_15","2049431.67","JAUNVD010000102","fig|2049431.67.peg.2187","Q4Q07_10660",,"PATRIC.2049431.67.JAUNVD010000102.CDS.2304.2711.rev","PATRIC","CDS",2304,2711,408,"-",,,,,135,,"SLATT domain-containing protein",
"Patescibacteria group bacterium Tobar14m-G36","2052139.625","JAIPJN010000002","fig|2052139.625.peg.323","K9M42_00590",,"PATRIC.2052139.625.JAIPJN010000002.CDS.17865.18419.fwd","PATRIC","CDS",17865,18419,555,"+",,,,,184,,"SLATT domain-containing protein",
"Phycisphaerales bacterium MAG05","2052180.579","JASGCQ010000070","fig|2052180.579.peg.712","QM530_09025",,"PATRIC.2052180.579.JASGCQ010000070.CDS.64.498.fwd","PATRIC","CDS",64,498,435,"+",,,,,144,,"SLATT domain-containing protein",
"Phycisphaerales bacterium strain HyVt-298","2052180.62","DREL01000039","fig|2052180.62.peg.181","ENH34_00730",,"PATRIC.2052180.62.DREL01000039.CDS.1272.1883.fwd","PATRIC","CDS",1272,1883,612,"+",,,"PGF_07430854",,203,,"SLATT domain-containing protein",
"Candidatus Daviesbacteria bacterium STB_119","2053542.44","JAQTPP010000013","fig|2053542.44.peg.863","PHV63_04325",,"PATRIC.2053542.44.JAQTPP010000013.CDS.21812.22363.rev","PATRIC","CDS",21812,22363,552,"-",,,,,183,,"SLATT domain-containing protein",
"Selenomonas sp. strain JCVI_28_bin.6","2053611.12","JABZYF010000254","fig|2053611.12.peg.951","HXO78_08015",,"PATRIC.2053611.12.JABZYF010000254.CDS.850.1425.fwd","PATRIC","CDS",850,1425,576,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella grimontii TUM13776","2058152.272","JAUCKY010000265","fig|2058152.272.peg.4525","QUH45_22170",,"PATRIC.2058152.272.JAUCKY010000265.CDS.6616.7061.rev","PATRIC","CDS",6616,7061,446,"-",,"PLF_570_00019007","PGF_01952114",,147,,"SLATT domain-containing protein",
"Rhodocyclales bacterium strain NC_groundwater_330_Ag_B-0.1um_67_97","2072421.13","JACPEH010000022","fig|2072421.13.peg.411","HYU78_14845",,"PATRIC.2072421.13.JACPEH010000022.CDS.207810.208346.fwd","PATRIC","CDS",207810,208346,537,"+",,,,,178,,"SLATT domain-containing protein",
"Anaerolineales bacterium AMR_MDS_5148","2073117.955","DAOLZW010000244","fig|2073117.955.peg.1629","PKV19_07735",,"PATRIC.2073117.955.DAOLZW010000244.CDS.1496.2811.rev","PATRIC","CDS",1496,2811,1316,"-",,,,,439,,"SLATT domain-containing protein",
"Acidimicrobiia bacterium strain MGR_bin69","2080302.136","JACCTH010000073","fig|2080302.136.peg.1934","H0T94_10780",,"PATRIC.2080302.136.JACCTH010000073.CDS.1845.2102.fwd","PATRIC","CDS",1845,2102,258,"+",,,,,85,,"SLATT domain-containing protein",
"Acidimicrobiia bacterium strain Dino_bin48","2080302.23","WHTX01000355","fig|2080302.23.peg.1534","GEV08_23370",,"PATRIC.2080302.23.WHTX01000355.CDS.2041.2577.rev","PATRIC","CDS",2041,2577,537,"-",,,,,178,,"SLATT domain-containing protein",
"Acidobacteriia bacterium strain SRVP_6","2081523.140","JAIQFN010000084","fig|2081523.140.peg.3265","LAP38_26790",,"PATRIC.2081523.140.JAIQFN010000084.CDS.1289.1819.fwd","PATRIC","CDS",1289,1819,531,"+",,,,,176,,"SLATT domain-containing protein",
"Acidobacteriia bacterium strain SRVP_6","2081523.186","JAIQFN010000084","fig|2081523.186.peg.3265","LAP38_26790",,"PATRIC.2081523.186.JAIQFN010000084.CDS.1289.1819.fwd","PATRIC","CDS",1289,1819,531,"+",,,,,176,,"SLATT domain-containing protein",
"Acidobacteriia bacterium SRVP_6","2081523.236","JAIQFN010000084","fig|2081523.236.peg.3265","LAP38_26790",,"PATRIC.2081523.236.JAIQFN010000084.CDS.1289.1819.fwd","PATRIC","CDS",1289,1819,531,"+",,,,,176,,"SLATT domain-containing protein",
"Acidobacteriia bacterium strain SRVP_6","2081523.48","JAIQFN010000084","fig|2081523.48.peg.3265","LAP38_26790",,"PATRIC.2081523.48.JAIQFN010000084.CDS.1289.1819.fwd","PATRIC","CDS",1289,1819,531,"+",,,,,176,,"SLATT domain-containing protein",
"Acidobacteriia bacterium strain SRVP_6","2081523.94","JAIQFN010000084","fig|2081523.94.peg.3265","LAP38_26790",,"PATRIC.2081523.94.JAIQFN010000084.CDS.1289.1819.fwd","PATRIC","CDS",1289,1819,531,"+",,,,,176,,"SLATT domain-containing protein",
"Enterobacter kobei 12379-yvys","208224.246","CP083857","fig|208224.246.peg.73","LCD50_00360",,"PATRIC.208224.246.CP083857.CDS.68677.69087.rev","PATRIC","CDS",68677,69087,411,"-",,"PLF_547_00037437","PGF_08225224",,136,,"SLATT domain-containing protein",
"Enterobacter kobei 14411","208224.325","JAKMJQ010000007","fig|208224.325.peg.3456","L8O26_17195",,"PATRIC.208224.325.JAKMJQ010000007.CDS.119036.119428.rev","PATRIC","CDS",119036,119428,393,"-",,"PLF_547_00037437","PGF_08225224",,130,,"SLATT domain-containing protein",
"Candidatus Brocadia sp. strain SB37","2172549.5","WBVH01000019","fig|2172549.5.peg.1744","F9K48_00850",,"PATRIC.2172549.5.WBVH01000019.CDS.2303.2896.fwd","PATRIC","CDS",2303,2896,594,"+",,,"PGF_08225224",,197,,"SLATT domain-containing protein",
"Duganella sp. BJB475","2233914.3","QVIP01000001","fig|2233914.3.peg.2728","D0T23_07315",,"PATRIC.2233914.3.QVIP01000001.CDS.1634133.1634774.fwd","PATRIC","CDS",1634133,1634774,642,"+","FIG00638284",,,,213,,"SLATT domain-containing protein",
"Candidatus Scalindua sp. S40-8","2268189.21","JANLIF010000026","fig|2268189.21.peg.1647","NUV86_00885",,"PATRIC.2268189.21.JANLIF010000026.CDS.3698.4162.fwd","PATRIC","CDS",3698,4162,465,"+",,,,,,,"SLATT domain-containing protein",
"Candidatus Scalindua sp. P6-7","2268189.22","JANLHC010000031","fig|2268189.22.peg.868","NUV44_01025",,"PATRIC.2268189.22.JANLHC010000031.CDS.3698.4162.fwd","PATRIC","CDS",3698,4162,465,"+",,,,,,,"SLATT domain-containing protein",
"Polyangiaceae bacterium SMAG_U7777","2268199.245","DATCFJ010000726","fig|2268199.245.peg.4735","VIK01_20805",,"PATRIC.2268199.245.DATCFJ010000726.CDS.9675.10058.fwd","PATRIC","CDS",9675,10058,384,"+",,,,,127,,"SLATT domain-containing protein",
"Bacillus tequilensis strain EA-CB0015","227866.22","CP048852","fig|227866.22.peg.2261","G4P54_10860",,"PATRIC.227866.22.CP048852.CDS.2083061.2083402.rev","PATRIC","CDS",2083061,2083402,342,"-",,,,,113,,"SLATT domain-containing protein",
"Pyrinomonadaceae bacterium SMAG_U15796","2283092.192","DATINM010000032","fig|2283092.192.peg.1263","VLJ61_05730",,"PATRIC.2283092.192.DATINM010000032.CDS.30149.30634.fwd","PATRIC","CDS",30149,30634,486,"+",,,,,161,,"SLATT domain-containing protein",
"Pyrinomonadaceae bacterium SMAG_U10737","2283092.204","DASQMB010000067","fig|2283092.204.peg.3444","VEY09_16405",,"PATRIC.2283092.204.DASQMB010000067.CDS.114607.115044.rev","PATRIC","CDS",114607,115044,438,"-",,,,,145,,"SLATT domain-containing protein",
"Firmicutes bacterium OM07-11","2292900.3","QULB01000011","fig|2292900.3.peg.431","DXB97_08620",,"PATRIC.2292900.3.QULB01000011.CDS.55274.55817.fwd","PATRIC","CDS",55274,55817,544,"+",,,,,180,,"SLATT domain-containing protein",
"Pseudomonas nabeulensis strain E10B","2293833.3","QUZT01000033","fig|2293833.3.peg.3626","DYL61_17845",,"PATRIC.2293833.3.QUZT01000033.CDS.27083.27577.fwd","PATRIC","CDS",27083,27577,495,"+",,,,,164,,"SLATT domain-containing protein",
"Ktedonobacterales bacterium SMAG_U8793","2306968.29","DATEGU010000511","fig|2306968.29.peg.3062","VJO13_13755",,"PATRIC.2306968.29.DATEGU010000511.CDS.2680.3369.rev","PATRIC","CDS",2680,3369,690,"-",,,,,229,,"SLATT domain-containing protein",
"Ktedonobacterales bacterium SMAG_U10915","2306968.46","DASQSS010000179","fig|2306968.46.peg.2233","VE338_09665",,"PATRIC.2306968.46.DASQSS010000179.CDS.1389.2375.rev","PATRIC","CDS",1389,2375,987,"-",,,,,328,,"SLATT domain-containing protein",
"Ktedonobacterales bacterium SMAG_U1715","2306968.53","DASURU010000432","fig|2306968.53.peg.1478","VFY89_06305",,"PATRIC.2306968.53.DASURU010000432.CDS.1881.2165.rev","PATRIC","CDS",1881,2165,285,"-",,,,,94,,"SLATT domain-containing protein",
"Corallococcus sp. AB050A","2316722.3","RAWK01000418","fig|2316722.3.peg.5968","D7W81_39320",,"PATRIC.2316722.3.RAWK01000418.CDS.4632.5249.rev","PATRIC","CDS",4632,5249,618,"-",,,,,205,,"SLATT domain-containing protein",
"Azospirillum sp. K2W22B-5","2320860.3","QYUL01000003","fig|2320860.3.peg.4528","D3877_21300",,"PATRIC.2320860.3.QYUL01000003.CDS.347466.348038.fwd","PATRIC","CDS",347466,348038,573,"+",,,,,190,,"SLATT domain-containing protein",
"Alcanivorax sp. MTEO17","2338368.3","QYYA01000002","fig|2338368.3.peg.1682","D4A39_08300",,"PATRIC.2338368.3.QYYA01000002.CDS.648316.648828.rev","PATRIC","CDS",648316,648828,513,"-",,,,,170,,"SLATT domain-containing protein",
"Streptosporangiaceae bacterium SMAG_U10655","2339230.153","DATGZE010000442","fig|2339230.153.peg.4386","VK280_20375",,"PATRIC.2339230.153.DATGZE010000442.CDS.3945.4508.rev","PATRIC","CDS",3945,4508,564,"-",,,,,187,,"SLATT domain-containing protein",
"Teredinibacter turnerae SR01903","2426.23","CP149818","fig|2426.23.peg.2055","WKI14_09010",,"PATRIC.2426.23.CP149818.CDS.2159100.2159462.fwd","PATRIC","CDS",2159100,2159462,363,"+",,"PLF_2425_00003564","PGF_03729993",,120,,"SLATT domain-containing protein",
"Teredinibacter turnerae SR02026","2426.24","CP149819","fig|2426.24.peg.2018","WKW49_08970",,"PATRIC.2426.24.CP149819.CDS.2117900.2118262.fwd","PATRIC","CDS",2117900,2118262,363,"+",,"PLF_2425_00003564","PGF_03729993",,120,,"SLATT domain-containing protein",
"Klebsiella variicola KP217","244366.1194","JAUUHT010000005","fig|244366.1194.peg.5416","Q6276_12045",,"PATRIC.244366.1194.JAUUHT010000005.CDS.278991.279530.fwd","PATRIC","CDS",278991,279530,540,"+",,"PLF_570_00048158","PGF_05947871",,179,,"SLATT domain-containing protein",
"Klebsiella variicola 2203448","244366.1431","JAQOAX010000001","fig|244366.1431.peg.727","PO353_03510",,"PATRIC.244366.1431.JAQOAX010000001.CDS.748432.748971.fwd","PATRIC","CDS",748432,748971,540,"+",,"PLF_570_00048158","PGF_05947871",,179,,"SLATT domain-containing protein",
"Klebsiella variicola 2203448","244366.1431","JAQOAX010000005","fig|244366.1431.peg.2280","PO353_11120",,"PATRIC.244366.1431.JAQOAX010000005.CDS.102366.102842.rev","PATRIC","CDS",102366,102842,477,"-",,"PLF_570_00054363","PGF_05437557",,158,,"SLATT domain-containing protein",
"Klebsiella variicola strain M14","244366.500","JAAGEJ010000063","fig|244366.500.peg.4682","G0D84_28925",,"PATRIC.244366.500.JAAGEJ010000063.CDS.1.694.rev","PATRIC","CDS",1,694,694,"-",,,,,,,"SLATT domain-containing protein",
"Klebsiella variicola strain M15","244366.502","JAAGEK010000035","fig|244366.502.peg.3335","G0D85_27880",,"PATRIC.244366.502.JAAGEK010000035.CDS.6155.6850.fwd","PATRIC","CDS",6155,6850,696,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella variicola K549","244366.913","WUQM01000002","fig|244366.913.peg.3129","GSE36_14030",,"PATRIC.244366.913.WUQM01000002.CDS.1196323.1196679.fwd","PATRIC","CDS",1196323,1196679,357,"+",,"PLF_570_00026143","PGF_00075575",,118,,"SLATT domain-containing protein",
"Gemmatimonadales bacterium G7_concoct.bin.19","2448054.173","JAXMJK010000132","fig|2448054.173.peg.2259","U0994_10785",,"PATRIC.2448054.173.JAXMJK010000132.CDS.297.917.fwd","PATRIC","CDS",297,917,621,"+",,,,,206,,"SLATT domain-containing protein",
"Chitinophagales bacterium AMR_MDS_1361","2448779.340","DAOPWR010000684","fig|2448779.340.peg.2631","PKI86_12275",,"PATRIC.2448779.340.DAOPWR010000684.CDS.255.818.rev","PATRIC","CDS",255,818,564,"-",,,,,187,,"SLATT domain-containing protein",
"Chloroflexia bacterium RUP_SRG_34","2448782.67","JBBJMK010000099","fig|2448782.67.peg.1214","WKH64_10925",,"PATRIC.2448782.67.JBBJMK010000099.CDS.4245.4541.rev","PATRIC","CDS",4245,4541,297,"-",,,,,,,"SLATT domain-containing protein",
"Roseomonas sp. KE2513","2479202.3","RCVR01000003","fig|2479202.3.peg.3268","D9599_03880",,"PATRIC.2479202.3.RCVR01000003.CDS.26265.26846.rev","PATRIC","CDS",26265,26846,582,"-",,,,,193,,"SLATT domain-containing protein",
"Actinobacteria bacterium 15TR583 strain 15Tr583","2480626.3","RPFW01000002","fig|2480626.3.peg.3140","EAS64_10660",,"PATRIC.2480626.3.RPFW01000002.CDS.434959.435468.fwd","PATRIC","CDS",434959,435468,510,"+",,,,,169,,"SLATT domain-containing protein",
"Streptomyces sp. WAC05858","2487409.3","RPRR01000017","fig|2487409.3.peg.2290","EF902_05110",,"PATRIC.2487409.3.RPRR01000017.CDS.22733.23035.rev","PATRIC","CDS",22733,23035,303,"-",,"PLF_1883_00091905","PGF_08225224",,100,,"SLATT domain-containing protein",
"Enterovibrio baiacu strain A649","2491023.5","RQRX01000014","fig|2491023.5.peg.4818","EH171_15740",,"PATRIC.2491023.5.RQRX01000014.CDS.18616.19122.fwd","PATRIC","CDS",18616,19122,507,"+",,,,,168,,"SLATT domain-containing protein",
"Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1","2493669.3","CP034444","fig|2493669.3.peg.3691","EJ067_17125",,"PATRIC.2493669.3.CP034444.CDS.3514611.3515177.rev","PATRIC","CDS",3514611,3515177,567,"-",,,,,188,,"SLATT domain-containing protein",
"Yersiniaceae bacterium N4_105_010G1_dasN4_105_010G1_concoct_10","2500535.4","JAWHEV010000054","fig|2500535.4.peg.2066","E6560_10040",,"PATRIC.2500535.4.JAWHEV010000054.CDS.19802.20248.rev","PATRIC","CDS",19802,20248,447,"-",,,,,148,,"SLATT domain-containing protein",
"Arthrobacter sp. S39","2509720.3","SIHX01000003","fig|2509720.3.peg.1839","EYS21_08985",,"PATRIC.2509720.3.SIHX01000003.CDS.548841.549374.fwd","PATRIC","CDS",548841,549374,534,"+",,,,,177,,"SLATT domain-containing protein",
"Pedobacter sp. RP-1-13","2530452.3","SJSK01000003","fig|2530452.3.peg.2691","EZ428_12525",,"PATRIC.2530452.3.SJSK01000003.CDS.167574.167849.fwd","PATRIC","CDS",167574,167849,276,"+",,,,,91,,"SLATT domain-containing protein",
"Streptomyces sp. MNU76","2560026.3","JAJKLK010000001","fig|2560026.3.peg.1079","E4N62_05050",,"PATRIC.2560026.3.JAJKLK010000001.CDS.1167783.1168337.rev","PATRIC","CDS",1167783,1168337,555,"-",,,,,184,,"SLATT domain-containing protein",
"Streptomyces sp. MNU76","2560026.4","JAJKLK010000001","fig|2560026.4.peg.1079","E4N62_05050",,"PATRIC.2560026.4.JAJKLK010000001.CDS.1167783.1168337.rev","PATRIC","CDS",1167783,1168337,555,"-",,,,,184,,"SLATT domain-containing protein",
"Bradyrhizobium sp. CNPSo 3426","2560054.4","SPQS01000010","fig|2560054.4.peg.8426","E4K64_19095",,"PATRIC.2560054.4.SPQS01000010.CDS.149246.149893.rev","PATRIC","CDS",149246,149893,648,"-",,,,,215,,"SLATT domain-containing protein",
"Duganella sp. DN04","2561932.3","SPVG01000025","fig|2561932.3.peg.2921","E4L98_02525",,"PATRIC.2561932.3.SPVG01000025.CDS.1681.2325.rev","PATRIC","CDS",1681,2325,645,"-",,,,,214,,"SLATT domain-containing protein",
"Streptomyces sp. A0642","2563100.3","SSBL01000014","fig|2563100.3.peg.792","E6R60_22680",,"PATRIC.2563100.3.SSBL01000014.CDS.61089.61733.fwd","PATRIC","CDS",61089,61733,645,"+",,"PLF_1883_00611406","PGF_12679839",,214,,"SLATT domain-containing protein",
"Stenotrophomonas sp. PAMC25021","2565559.3","CP039255","fig|2565559.3.peg.118","E5790_00580",,"PATRIC.2565559.3.CP039255.CDS.120760.121302.fwd","PATRIC","CDS",120760,121302,543,"+",,,,,180,,"SLATT domain-containing protein",
"Salmonella sp. hn-h4","2582612.3","VCKK01000151","fig|2582612.3.peg.1798","FGF90_23995",,"PATRIC.2582612.3.VCKK01000151.CDS.96.255.fwd","PATRIC","CDS",96,255,160,"+",,,,,,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola HKp15","2590157.273","JAXSCL010000010","fig|2590157.273.peg.2681","U4P53_13060",,"PATRIC.2590157.273.JAXSCL010000010.CDS.4777.5244.fwd","PATRIC","CDS",4777,5244,468,"+",,"PLF_570_00026143","PGF_00075575",,155,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola strain Kv75RR","2590157.51","JALIZY010000061","fig|2590157.51.peg.4956","MU436_27790",,"PATRIC.2590157.51.JALIZY010000061.CDS.455.813.rev","PATRIC","CDS",455,813,359,"-",,"PLF_570_00086224","PGF_08225224",,118,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola strain KKP108","2590157.52","JAJHWB010000001","fig|2590157.52.peg.6581","LNO13_25595",,"PATRIC.2590157.52.JAJHWB010000001.CDS.5146385.5146756.fwd","PATRIC","CDS",5146385,5146756,372,"+",,,"PGF_00075575",,123,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola strain KKP077","2590157.56","JAJHWZ010000002","fig|2590157.56.peg.6492","LNO92_22950",,"PATRIC.2590157.56.JAJHWZ010000002.CDS.4399771.4400265.rev","PATRIC","CDS",4399771,4400265,495,"-",,"PLF_570_00086224","PGF_08225224",,164,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola strain KKP078","2590157.57","JAJHWY010000002","fig|2590157.57.peg.11788","LNP17_30175",,"PATRIC.2590157.57.JAJHWY010000002.CDS.5097694.5098128.rev","PATRIC","CDS",5097694,5098128,435,"-",,"PLF_570_00062061","PGF_05025618",,144,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola Kv75RR","2590157.67","JALIZY010000061","fig|2590157.67.peg.4956","MU436_27790",,"PATRIC.2590157.67.JALIZY010000061.CDS.455.813.rev","PATRIC","CDS",455,813,359,"-",,"PLF_570_00086224","PGF_08225224",,118,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola KKP108","2590157.68","JAJHWB010000001","fig|2590157.68.peg.6581","LNO13_25595",,"PATRIC.2590157.68.JAJHWB010000001.CDS.5146385.5146756.fwd","PATRIC","CDS",5146385,5146756,372,"+",,,"PGF_00075575",,123,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola KKP078","2590157.72","JAJHWY010000002","fig|2590157.72.peg.11788","LNP17_30175",,"PATRIC.2590157.72.JAJHWY010000002.CDS.5097694.5098128.rev","PATRIC","CDS",5097694,5098128,435,"-",,"PLF_570_00062061","PGF_05025618",,144,,"SLATT domain-containing protein",
"Klebsiella variicola subsp. variicola KKP077","2590157.73","JAJHWZ010000002","fig|2590157.73.peg.6492","LNO92_22950",,"PATRIC.2590157.73.JAJHWZ010000002.CDS.4399771.4400265.rev","PATRIC","CDS",4399771,4400265,495,"-",,"PLF_570_00086224","PGF_08225224",,164,,"SLATT domain-containing protein",
"Vibrio sp. 3-2(1) strain 3-2(1) strain 3-2(1) strain 3-2(1)","2591016.3","VHSW01000018","fig|2591016.3.peg.531","FKN25_16730",,"PATRIC.2591016.3.VHSW01000018.CDS.30231.30812.fwd","PATRIC","CDS",30231,30812,582,"+",,,,,,,"SLATT domain-containing protein",
"Streptomyces sp. S1A1-7 strain Microscale soil grain","2594459.3","CP041604","fig|2594459.3.peg.7614","FNV64_37110",,"PATRIC.2594459.3.CP041604.CDS.7830761.7831264.fwd","PATRIC","CDS",7830761,7831264,504,"+",,,,,167,,"SLATT domain-containing protein",
"Maribacter sp. RZ05","2594478.3","WKJH01000008","fig|2594478.3.peg.4035","GJ691_10920",,"PATRIC.2594478.3.WKJH01000008.CDS.106447.107055.fwd","PATRIC","CDS",106447,107055,609,"+",,,,,202,,"SLATT domain-containing protein",
"Corynebacterium sp. NML180780","2598459.3","VNKN01000005","fig|2598459.3.peg.1623","FPP74_04010",,"PATRIC.2598459.3.VNKN01000005.CDS.1357.1860.rev","PATRIC","CDS",1357,1860,504,"-",,,,,167,,"SLATT domain-containing protein",
"Micromonospora sp. AP08","2604467.3","VSEZ01000002","fig|2604467.3.peg.2773","FXF50_05755",,"PATRIC.2604467.3.VSEZ01000002.CDS.556202.556807.fwd","PATRIC","CDS",556202,556807,606,"+",,"PLF_1873_00056690","PGF_11652971",,201,,"SLATT domain-containing protein",
